LTL_Picker,LTL_Lines,Date
248,174,1/16/2007
176,550,1/16/2007
434,62,1/16/2007
499,62,1/16/2007
409,62,1/16/2007
499,255,1/16/2007
409,170,1/16/2007
148,91,1/16/2007
430,100,1/16/2007
en,3,1/17/2007
176,550,1/17/2007
278,176,1/17/2007
248,176,1/17/2007
434,46,1/17/2007
499,46,1/17/2007
409,46,1/17/2007
499,84,1/17/2007
409,218,1/17/2007
79,40,1/17/2007
430,40,1/17/2007
en,6,1/18/2007
176,550,1/18/2007
278,151,1/18/2007
248,151,1/18/2007
499,53,1/18/2007
409,53,1/18/2007
434,53,1/18/2007
434,10,1/18/2007
499,266,1/18/2007
409,262,1/18/2007
430,122,1/18/2007
EN,5,1/19/2007
278,135,1/19/2007
248,135,1/19/2007
176,550,1/19/2007
434,40,1/19/2007
499,40,1/19/2007
434,240,1/19/2007
499,269,1/19/2007
79,53,1/19/2007
430,53,1/19/2007
278,20,1/19/2007
248,20,1/19/2007
en,11,1/22/2007
176,550,1/22/2007
278,173,1/22/2007
248,173,1/22/2007
434,50,1/22/2007
499,50,1/22/2007
409,50,1/22/2007
434,210,1/22/2007
499,266,1/22/2007
409,266,1/22/2007
430,73,1/22/2007
EN,15,1/23/2007
176,550,1/23/2007
248,200,1/23/2007
434,97,1/23/2007
499,97,1/23/2007
409,97,1/23/2007
499,80,1/23/2007
409,165,1/23/2007
79,52,1/23/2007
430,52,1/23/2007
148,165,1/23/2007
185,165,1/23/2007
EN,16,1/24/2007
176,550,1/24/2007
248,173,1/24/2007
278,173,1/24/2007
499,55,1/24/2007
409,55,1/24/2007
434,55,1/24/2007
434,44,1/24/2007
499,230,1/24/2007
409,230,1/24/2007
430,101,1/24/2007
b,49,1/24/2007
EN,10,1/25/2007
176,550,1/25/2007
278,174,1/25/2007
248,174,1/25/2007
434,60,1/25/2007
499,60,1/25/2007
409,60,1/25/2007
499,170,1/25/2007
409,270,1/25/2007
79,67,1/25/2007
430,66,1/25/2007
185,269,1/25/2007
185,56,1/25/2007
en,11,1/26/2007
176,550,1/26/2007
278,149,1/26/2007
248,149,1/26/2007
434,35,1/26/2007
499,35,1/26/2007
430,35,1/26/2007
434,58,1/26/2007
499,223,1/26/2007
B,56,1/26/2007
434,44,1/26/2007
499,45,1/26/2007
,,1/26/2007
en,11,1/29/2007
176,550,1/29/2007
278,175,1/29/2007
434,55,1/29/2007
499,55,1/29/2007
409,55,1/29/2007
248,175,1/29/2007
,,1/29/2007
409,219,1/29/2007
79,30,1/29/2007
430,100,1/29/2007
499,208,1/29/2007
176,550,1/30/2007
278,200,1/30/2007
248,200,1/30/2007
en,16,1/30/2007
434,82,1/30/2007
499,82,1/30/2007
409,82,1/30/2007
499,164,1/30/2007
409,202,1/30/2007
79,32,1/30/2007
430,100,1/30/2007
B,42,1/30/2007
en,17,1/31/2007
278,200,1/31/2007
248,200,1/31/2007
176,550,1/31/2007
434,79,1/31/2007
434,86,1/31/2007
499,79,1/31/2007
499,180,1/31/2007
409,80,1/31/2007
409,180,1/31/2007
409,9,1/31/2007
430,100,1/31/2007
176,550,2/1/2007
248,150,2/1/2007
434,100,2/1/2007
499,100,2/1/2007
409,100,2/1/2007
278,150,2/1/2007
.en,11,2/1/2007
430,100,2/1/2007
248,150,2/2/2007
176,550,2/2/2007
434,90,2/2/2007
499,90,2/2/2007
409,145,2/2/2007
430,100,2/2/2007
101,211,2/2/2007
EN,14,2/5/2007
278,175,2/5/2007
248,175,2/5/2007
434,100,2/5/2007
499,58,2/5/2007
409,58,2/5/2007
101,500,2/5/2007
11,2,2/5/2007
499,259,2/5/2007
409,262,2/5/2007
430,66,2/5/2007
EN,5,2/6/2007
278,200,2/6/2007
9001,27,12/7/2006
en,9,12/8/2006
176,550,12/8/2006
248,200,12/8/2006
278,200,12/8/2006
101,57,12/8/2006
499,80,12/8/2006
9000,80,12/8/2006
176,50,12/8/2006
409,56,12/8/2006
9000,95,12/8/2006
499,225,12/8/2006
409,225,12/8/2006
en,11,12/11/2006
278,150,12/11/2006
248,150,12/11/2006
101,50,12/11/2006
176,550,12/11/2006
9000,50,12/11/2006
499,50,12/11/2006
409,36,12/11/2006
430,43,12/11/2006
9000,5,12/11/2006
499,160,12/11/2006
409,131,12/11/2006
EN,8,12/12/2006
278,175,12/12/2006
248,175,12/12/2006
101,55,12/12/2006
176,550,12/12/2006
499,75,12/12/2006
409,75,12/12/2006
185,178,12/12/2006
499,75,12/12/2006
409,200,12/12/2006
79,40,12/12/2006
430,40,12/12/2006
en,10,12/13/2006
278,200,12/13/2006
203,57,12/13/2006
101,68,12/13/2006
9000,54,12/13/2006
9000,48,12/13/2006
9000,30,12/13/2006
499,54,12/13/2006
499,148,12/13/2006
499,30,12/13/2006
409,54,12/13/2006
409,148,12/13/2006
409,32,12/13/2006
79,53,12/13/2006
248,200,2/6/2007
176,550,2/6/2007
434,100,2/6/2007
499,100,2/6/2007
101,96,2/6/2007
499,242,2/6/2007
101,273,2/6/2007
B,123,2/6/2007
430,95,2/6/2007
176,550,2/8/2007
EN,12,2/8/2007
278,200,2/8/2007
248,200,2/8/2007
499,68,2/8/2007
409,67,2/8/2007
145,273,2/8/2007
409,232,2/8/2007
430,86,2/8/2007
en,7,2/9/2007
278,200,2/9/2007
248,200,2/9/2007
176,550,2/9/2007
434,100,2/9/2007
434,108,2/9/2007
499,100,2/9/2007
499,264,2/9/2007
79,50,2/9/2007
430,52,2/9/2007
148,330,2/9/2007
,,2/9/2007
,,2/9/2007
EN,9,2/12/2007
176,592,2/12/2007
278,200,2/12/2007
434,100,2/12/2007
499,100,2/12/2007
409,62,2/12/2007
148,62,2/12/2007
185,62,2/12/2007
499,4,2/12/2007
409,174,2/12/2007
148,174,2/12/2007
79,52,2/12/2007
430,52,2/12/2007
237,163,2/13/2007
434,100,2/13/2007
434,165,2/13/2007
176,550,2/13/2007
499,100,2/13/2007
79,100,2/13/2007
430,100,2/13/2007
285,187,2/13/2007
185,106,2/13/2007
EN,7,2/13/2007
237,56,2/13/2007
285,100,2/13/2007
101,200,2/14/2007
409,100,2/14/2007
430,124,2/14/2007
176,369,2/14/2007
499,50,2/14/2007
en,6,2/15/2007
278,150,2/15/2007
278,22,2/15/2007
176,456,2/15/2007
176,94,2/15/2007
434,45,2/15/2007
434,41,2/15/2007
434,22,2/15/2007
499,45,2/15/2007
499,24,2/15/2007
499,22,2/15/2007
409,227,2/15/2007
409,22,2/15/2007
79,74,2/15/2007
430,115,2/15/2007
,,2/15/2007
en,12,2/16/2007
278,150,2/16/2007
176,550,2/16/2007
434,100,2/16/2007
499,100,2/16/2007
409,47,2/16/2007
499,112,2/16/2007
409,243,2/16/2007
79,46,2/16/2007
430,45,2/16/2007
148,120,2/16/2007
en,6,2/19/2007
176,550,2/19/2007
278,150,2/19/2007
434,100,2/19/2007
499,100,2/19/2007
409,207,2/19/2007
148,229,2/19/2007
185,150,2/19/2007
79,54,2/19/2007
430,70,2/19/2007
EN,16,2/20/2007
278,175,2/20/2007
176,550,2/20/2007
499,100,2/20/2007
409,78,2/20/2007
148,78,2/20/2007
185,50,2/20/2007
B,29,2/20/2007
148,64,2/20/2007
185,270,2/20/2007
145,266,2/20/2007
79,58,2/20/2007
176,50,2/20/2007
en,8,2/21/2007
176,550,2/21/2007
278,175,2/21/2007
434,100,2/21/2007
499,100,2/21/2007
409,57,2/21/2007
148,57,2/21/2007
499,46,2/21/2007
409,234,2/21/2007
148,199,2/21/2007
430,55,2/21/2007
en,7,2/22/2007
278,200,2/22/2007
176,550,2/22/2007
434,100,2/22/2007
499,100,2/22/2007
499,25,2/22/2007
409,76,2/22/2007
409,231,2/22/2007
79,67,2/22/2007
148,73,2/22/2007
148,73,2/22/2007
KYLE,73,2/22/2007
EN,11,2/23/2007
176,550,2/23/2007
278,175,2/23/2007
434,100,2/23/2007
499,100,2/23/2007
148,54,2/23/2007
409,54,2/23/2007
409,137,2/23/2007
79,50,2/23/2007
430,53,2/23/2007
148,258,2/23/2007
497,191,2/23/2007
176,550,2/26/2007
278,150,2/26/2007
434,100,2/26/2007
499,100,2/26/2007
409,69,2/26/2007
en,15,2/26/2007
148,213,2/26/2007
409,49,2/26/2007
497,213,2/26/2007
430,70,2/26/2007
en,9,2/27/2007
176,550,2/27/2007
278,172,2/27/2007
434,100,2/27/2007
499,100,2/27/2007
497,50,2/27/2007
409,50,2/27/2007
148,50,2/27/2007
B,29,2/27/2007
148,35,2/27/2007
409,192,2/27/2007
497,191,2/27/2007
79,30,2/27/2007
430,100,2/27/2007
176,550,2/28/2007
278,150,2/28/2007
434,100,2/28/2007
499,100,2/28/2007
497,45,2/28/2007
409,45,2/28/2007
EN,14,2/28/2007
,,2/28/2007
499,3,2/28/2007
409,239,2/28/2007
497,239,2/28/2007
430,72,2/28/2007
en,7,3/1/2007
176,550,3/1/2007
278,125,3/1/2007
434,100,3/1/2007
499,60,3/1/2007
409,60,3/1/2007
499,128,3/1/2007
409,256,3/1/2007
497,256,3/1/2007
430,121,3/1/2007
EN,5,3/2/2007
176,550,3/2/2007
434,100,3/2/2007
434,266,3/2/2007
499,93,3/2/2007
499,266,3/2/2007
409,93,3/2/2007
409,266,3/2/2007
497,65,3/2/2007
497,38,3/2/2007
79,16,3/2/2007
,,3/2/2007
,,3/2/2007
,,3/2/2007
EN,11,3/5/2007
176,550,3/5/2007
434,100,3/5/2007
499,100,3/5/2007
409,49,3/5/2007
497,49,3/5/2007
409,188,3/5/2007
497,187,3/5/2007
79,43,3/5/2007
430,99,3/5/2007
513,74,3/5/2007
en,8,3/6/2007
9000,75,4/19/2007
499,194,4/19/2007
185,229,4/19/2007
BO,47,4/19/2007
EN,12,4/20/2007
176,550,4/20/2007
278,175,4/20/2007
434,100,4/20/2007
499,100,4/20/2007
185,75,4/20/2007
499,223,4/20/2007
9001,101,4/20/2007
79,82,4/20/2007
911,100,4/20/2007
EN,8,4/23/2007
176,550,4/23/2007
278,140,4/23/2007
299,70,4/23/2007
499,70,4/23/2007
499,117,4/23/2007
148,39,4/23/2007
148,162,4/23/2007
9001,81,4/23/2007
911,142,4/23/2007
,,4/23/2007
en,11,4/24/2007
176,550,4/24/2007
278,175,4/24/2007
299,125,4/24/2007
434,125,4/24/2007
499,125,4/24/2007
434,144,4/24/2007
499,228,4/24/2007
9001,24,4/24/2007
911,100,4/24/2007
EN,16,4/25/2007
176,550,4/25/2007
278,188,4/25/2007
299,100,4/25/2007
434,100,4/25/2007
499,100,4/25/2007
299,83,4/25/2007
434,257,4/25/2007
499,257,4/25/2007
79,59,4/25/2007
en,19,4/26/2007
176,550,4/26/2007
278,135,4/26/2007
299,135,4/26/2007
434,100,4/26/2007
499,100,4/26/2007
434,118,4/26/2007
499,282,4/26/2007
9001,101,4/26/2007
911,100,4/26/2007
185,159,4/26/2007
en,10,4/27/2007
176,550,4/27/2007
278,137,4/27/2007
299,137,4/27/2007
499,90,4/27/2007
434,90,4/27/2007
434,191,4/27/2007
499,304,4/27/2007
911,101,4/27/2007
b,41,4/27/2007
en,14,4/30/2007
299,112,4/30/2007
434,112,4/30/2007
499,112,4/30/2007
176,550,4/30/2007
299,312,4/30/2007
434,289,4/30/2007
79,77,4/30/2007
911,100,4/30/2007
176,550,5/1/2007
299,117,5/1/2007
434,115,5/1/2007
499,115,5/1/2007
79,115,5/1/2007
en,8,5/1/2007
79,230,5/1/2007
911,33,5/1/2007
148,258,5/1/2007
148,58,5/1/2007
en,17,5/2/2007
176,550,5/2/2007
278,100,5/2/2007
434,100,5/2/2007
299,100,5/2/2007
499,99,5/2/2007
79,99,5/2/2007
278,279,5/2/2007
434,206,5/2/2007
79,57,5/2/2007
en,8,5/3/2007
176,550,5/3/2007
278,102,5/3/2007
434,102,5/3/2007
299,80,5/3/2007
499,80,5/3/2007
79,80,5/3/2007
299,160,5/3/2007
499,248,5/3/2007
911,33,5/3/2007
918,46,5/3/2007
176,550,5/4/2007
278,72,5/4/2007
434,75,5/4/2007
299,55,5/4/2007
499,35,5/4/2007
79,26,5/4/2007
918,52,5/4/2007
E,28,5/4/2007
EN,24,5/4/2007
278,237,5/4/2007
434,247,5/4/2007
299,124,5/4/2007
en,9,5/7/2007
176,550,5/7/2007
278,100,5/7/2007
434,100,5/7/2007
79,59,5/7/2007
499,60,5/7/2007
299,60,5/7/2007
278,74,5/7/2007
499,226,5/7/2007
79,126,5/7/2007
en,7,5/8/2007
176,550,5/8/2007
278,110,5/8/2007
434,110,5/8/2007
9004,134,5/8/2007
499,110,5/8/2007
176,550,3/6/2007
278,200,3/6/2007
434,125,3/6/2007
409,70,3/6/2007
499,75,3/6/2007
409,70,3/6/2007
513,50,3/6/2007
145,148,3/6/2007
237,148,3/6/2007
513,74,3/6/2007
79,50,3/6/2007
430,49,3/6/2007
176,50,3/6/2007
EN,20,3/7/2007
176,550,3/7/2007
278,175,3/7/2007
499,100,3/7/2007
513,58,3/7/2007
409,58,3/7/2007
497,58,3/7/2007
278,235,3/7/2007
499,61,3/7/2007
237,232,3/7/2007
176,50,3/7/2007
430,40,3/7/2007
,,3/7/2007
EN,10,3/8/2007
176,550,3/8/2007
278,174,3/8/2007
434,100,3/8/2007
499,60,3/8/2007
409,60,3/8/2007
497,60,3/8/2007
278,198,3/8/2007
434,198,3/8/2007
499,60,3/8/2007
79,54,3/8/2007
430,54,3/8/2007
en,10,3/9/2007
278,174,3/9/2007
176,550,3/9/2007
434,100,3/9/2007
499,65,3/9/2007
499,166,3/9/2007
409,65,3/9/2007
497,65,3/9/2007
497,233,3/9/2007
430,89,3/9/2007
B/O,20,3/9/2007
EN,12,3/12/2007
106,1,3/12/2007
513,75,3/12/2007
176,550,3/12/2007
176,50,3/12/2007
237,69,3/12/2007
499,75,3/12/2007
409,75,3/12/2007
409,135,3/12/2007
497,75,3/12/2007
497,191,3/12/2007
79,31,3/12/2007
430,34,3/12/2007
185,191,3/12/2007
185,75,3/12/2007
en,12,3/13/2007
176,550,3/13/2007
278,152,3/13/2007
499,75,3/13/2007
148,75,3/13/2007
409,75,3/13/2007
497,75,3/13/2007
185,75,3/13/2007
176,45,3/13/2007
148,21,3/13/2007
497,244,3/13/2007
430,57,3/13/2007
185,244,3/13/2007
en,15,3/14/2007
176,550,3/14/2007
278,152,3/14/2007
434,75,3/14/2007
499,75,3/14/2007
409,75,3/14/2007
497,75,3/14/2007
148,75,3/14/2007
278,227,3/14/2007
434,227,3/14/2007
499,195,3/14/2007
79,68,3/14/2007
430,69,3/14/2007
en,13,3/15/2007
176,550,3/15/2007
278,143,3/15/2007
434,70,3/15/2007
499,70,3/15/2007
148,70,3/15/2007
409,70,3/15/2007
497,70,3/15/2007
148,193,3/15/2007
409,202,3/15/2007
497,202,3/15/2007
434,55,3/15/2007
499,55,3/15/2007
148,17,3/15/2007
en,11,3/16/2007
278,155,3/16/2007
176,550,3/16/2007
434,75,3/16/2007
499,75,3/16/2007
409,75,3/16/2007
148,57,3/16/2007
497,75,3/16/2007
499,10,3/16/2007
409,221,3/16/2007
497,221,3/16/2007
430,54,3/16/2007
en,15,3/19/2007
176,550,3/19/2007
278,150,3/19/2007
434,75,3/19/2007
499,75,3/19/2007
148,70,3/19/2007
499,26,3/19/2007
409,128,3/19/2007
497,194,3/19/2007
430,74,3/19/2007
en,10,3/20/2007
176,550,3/20/2007
434,75,3/20/2007
499,75,3/20/2007
148,75,3/20/2007
497,75,3/20/2007
278,171,3/20/2007
148,212,3/20/2007
497,226,3/20/2007
409,226,3/20/2007
79,71,3/20/2007
176,550,3/21/2007
278,157,3/21/2007
434,75,3/21/2007
499,75,3/21/2007
148,50,3/21/2007
409,142,3/21/2007
497,50,3/21/2007
EN,18,3/21/2007
499,86,3/21/2007
148,250,3/21/2007
497,250,3/21/2007
79,26,3/21/2007
en,7,3/22/2007
176,550,3/22/2007
434,100,3/22/2007
278,162,3/22/2007
499,75,3/22/2007
148,75,3/22/2007
409,75,3/22/2007
148,78,3/22/2007
409,184,3/22/2007
185,183,3/22/2007
434,32,3/22/2007
499,32,3/22/2007
148,32,3/22/2007
409,32,3/22/2007
185,75,3/22/2007
EN,12,3/23/2007
176,550,3/23/2007
299,100,3/23/2007
434,100,3/23/2007
499,100,3/23/2007
148,100,3/23/2007
409,100,3/23/2007
79,100,3/23/2007
148,211,3/23/2007
409,224,3/23/2007
409,105,3/23/2007
en,6,3/26/2007
176,550,3/26/2007
299,80,3/26/2007
434,80,3/26/2007
499,80,3/26/2007
148,79,3/26/2007
409,79,3/26/2007
299,24,3/26/2007
434,24,3/26/2007
499,48,3/26/2007
499,24,3/26/2007
148,200,3/26/2007
148,24,3/26/2007
409,200,3/26/2007
409,28,3/26/2007
186,79,3/26/2007
EN,12,3/27/2007
278,150,3/27/2007
299,150,3/27/2007
434,100,3/27/2007
499,100,3/27/2007
409,50,3/27/2007
176,550,3/27/2007
299,47,3/27/2007
499,117,3/27/2007
409,233,3/27/2007
148,233,3/27/2007
148,50,3/27/2007
en,11,3/28/2007
176,550,3/28/2007
278,150,3/28/2007
299,125,3/28/2007
434,100,3/28/2007
499,75,3/28/2007
409,75,3/28/2007
148,67,3/28/2007
499,144,3/28/2007
409,202,3/28/2007
79,23,3/28/2007
299,46,3/28/2007
EN,4,3/29/2007
176,550,3/29/2007
278,150,3/29/2007
299,100,3/29/2007
434,100,3/29/2007
499,100,3/29/2007
409,58,3/29/2007
434,31,3/29/2007
499,211,3/29/2007
409,211,3/29/2007
185,211,3/29/2007
185,111,3/29/2007
EN,3,3/30/2007
176,550,3/30/2007
148,103,3/30/2007
434,100,3/30/2007
499,100,3/30/2007
299,100,3/30/2007
409,100,3/30/2007
EN,3,3/30/2007
299,206,3/30/2007
434,206,3/30/2007
499,62,3/30/2007
79,89,3/30/2007
en,9,4/2/2007
176,550,4/2/2007
278,175,4/2/2007
299,100,4/2/2007
499,100,4/2/2007
409,55,4/2/2007
148,51,4/2/2007
461,51,4/2/2007
499,106,4/2/2007
461,212,4/2/2007
409,212,4/2/2007
79,78,4/2/2007
106,3,4/2/2007
EN,8,4/3/2007
176,550,4/3/2007
278,154,4/3/2007
434,70,4/3/2007
299,70,4/3/2007
499,70,4/3/2007
461,50,4/3/2007
409,50,4/3/2007
BO,175,4/3/2007
461,216,4/3/2007
148,219,4/3/2007
409,219,4/3/2007
79,83,4/3/2007
en,10,4/4/2007
176,550,4/4/2007
278,175,4/4/2007
278,204,4/4/2007
434,100,4/4/2007
434,175,4/4/2007
299,100,4/4/2007
299,204,4/4/2007
499,100,4/4/2007
145,51,4/4/2007
148,51,4/4/2007
79,50,4/4/2007
B,95,4/4/2007
EN,9,4/5/2007
176,550,4/5/2007
278,145,4/5/2007
434,90,4/5/2007
299,145,4/5/2007
499,90,4/5/2007
461,50,4/5/2007
499,178,4/5/2007
461,238,4/5/2007
9000,49,4/5/2007
434,33,4/5/2007
499,33,4/5/2007
en,8,4/6/2007
176,550,4/6/2007
278,141,4/6/2007
434,75,4/6/2007
299,75,4/6/2007
499,75,4/6/2007
461,50,4/6/2007
299,215,4/6/2007
499,298,4/6/2007
461,75,4/6/2007
79,43,4/6/2007
9000,49,4/6/2007
en,4,4/9/2007
176,400,4/9/2007
278,100,4/9/2007
434,75,4/9/2007
299,73,4/9/2007
499,52,4/9/2007
461,50,4/9/2007
461,50,4/9/2007
79,34,4/9/2007
299,171,4/9/2007
499,228,4/9/2007
en,17,4/10/2007
176,550,4/10/2007
278,153,4/10/2007
499,75,4/10/2007
299,75,4/10/2007
434,75,4/10/2007
461,50,4/10/2007
278,235,4/10/2007
434,235,4/10/2007
299,34,4/10/2007
409,68,4/10/2007
268,10,4/11/2007
176,550,4/11/2007
278,175,4/11/2007
434,100,4/11/2007
299,100,4/11/2007
499,100,4/11/2007
461,56,4/11/2007
499,208,4/11/2007
461,269,4/11/2007
409,100,4/11/2007
en,13,4/12/2007
176,550,4/12/2007
278,150,4/12/2007
499,100,4/12/2007
299,100,4/12/2007
461,47,4/12/2007
499,143,4/12/2007
461,224,4/12/2007
9000,71,4/12/2007
79,47,4/12/2007
en,8,4/13/2007
176,550,4/13/2007
278,150,4/13/2007
434,100,4/13/2007
299,100,4/13/2007
499,100,4/13/2007
461,69,4/13/2007
434,80,4/13/2007
299,250,4/13/2007
499,250,4/13/2007
79,25,4/13/2007
9000,56,4/13/2007
en,14,4/16/2007
176,550,4/16/2007
278,125,4/16/2007
434,75,4/16/2007
299,75,4/16/2007
499,75,4/16/2007
461,40,4/16/2007
299,61,4/16/2007
499,260,4/16/2007
461,260,4/16/2007
9000,65,4/16/2007
en,18,4/17/2007
176,550,4/17/2007
278,169,4/17/2007
434,75,4/17/2007
499,75,4/17/2007
299,75,4/17/2007
461,50,4/17/2007
434,9,4/17/2007
499,245,4/17/2007
461,245,4/17/2007
9000,63,4/17/2007
9001,50,4/17/2007
EN,15,4/18/2007
176,550,4/18/2007
278,175,4/18/2007
299,100,4/18/2007
434,100,4/18/2007
499,100,4/18/2007
461,73,4/18/2007
434,94,4/18/2007
499,232,4/18/2007
461,232,4/18/2007
9000,80,4/18/2007
9001,101,4/18/2007
en,17,4/19/2007
176,550,4/19/2007
278,150,4/19/2007
499,100,4/19/2007
434,100,4/19/2007
9001,66,4/19/2007
185,50,4/19/2007
79,109,5/8/2007
434,16,5/8/2007
499,258,5/8/2007
79,259,5/8/2007
148,58,5/8/2007
en,11,5/9/2007
278,139,5/9/2007
434,100,5/9/2007
299,139,5/9/2007
499,100,5/9/2007
79,100,5/9/2007
176,550,5/9/2007
299,43,5/9/2007
499,240,5/9/2007
499,47,5/9/2007
79,144,5/9/2007
79,42,5/9/2007
918,50,5/9/2007
en,5,5/10/2007
176,550,5/10/2007
278,104,5/10/2007
434,100,5/10/2007
299,104,5/10/2007
499,100,5/10/2007
79,100,5/10/2007
299,97,5/10/2007
499,237,5/10/2007
79,214,5/10/2007
278,95,5/10/2007
en,13,5/11/2007
176,550,5/11/2007
278,100,5/11/2007
911,74,5/11/2007
299,100,5/11/2007
499,74,5/11/2007
79,74,5/11/2007
278,300,5/11/2007
278,32,5/11/2007
299,301,5/11/2007
299,32,5/11/2007
499,98,5/11/2007
499,32,5/11/2007
,,5/11/2007
en,5,5/14/2007
176,500,5/14/2007
278,118,5/14/2007
434,76,5/14/2007
299,118,5/14/2007
499,75,5/14/2007
79,75,5/14/2007
279,29,5/14/2007
299,121,5/14/2007
299,30,5/14/2007
499,157,5/14/2007
918,50,5/14/2007
en,12,5/15/2007
176,550,5/15/2007
278,106,5/15/2007
434,106,5/15/2007
79,106,5/15/2007
499,106,5/15/2007
299,106,5/15/2007
499,59,5/15/2007
434,197,5/15/2007
911,23,5/15/2007
918,75,5/15/2007
en,11,5/16/2007
176,550,5/16/2007
278,112,5/16/2007
79,100,5/16/2007
299,112,5/16/2007
499,100,5/16/2007
79,100,5/16/2007
278,299,5/16/2007
299,292,5/16/2007
9006,72,5/16/2007
en,9,5/17/2007
176,550,5/17/2007
278,121,5/17/2007
434,76,5/17/2007
299,121,5/17/2007
499,76,5/17/2007
79,76,5/17/2007
434,7,5/17/2007
299,247,5/17/2007
499,247,5/17/2007
918,50,5/17/2007
9006,29,5/17/2007
434,16,5/17/2007
499,16,5/17/2007
EN,17,5/18/2007
176,550,5/18/2007
278,114,5/18/2007
299,114,5/18/2007
434,113,5/18/2007
499,113,5/18/2007
434,178,5/18/2007
499,290,5/18/2007
918,86,5/18/2007
BO,154,5/18/2007
en,6,5/21/2007
176,550,5/21/2007
278,100,5/21/2007
299,46,5/21/2007
434,75,5/21/2007
499,46,5/21/2007
79,46,5/21/2007
911,39,5/21/2007
918,40,5/21/2007
9006,42,5/21/2007
434,278,5/21/2007
499,281,5/21/2007
en,15,5/22/2007
176,550,5/22/2007
278,100,5/22/2007
299,100,5/22/2007
434,82,5/22/2007
499,82,5/22/2007
79,82,5/22/2007
434,187,5/22/2007
499,273,5/22/2007
79,178,5/22/2007
9006,50,5/22/2007
278,26,5/22/2007
299,25,5/22/2007
434,25,5/22/2007
499,25,5/22/2007
en,11,5/23/2007
176,550,5/23/2007
278,123,5/23/2007
299,63,5/23/2007
434,99,5/23/2007
499,99,5/23/2007
79,99,5/23/2007
BO,43,5/23/2007
79,73,5/23/2007
499,246,5/23/2007
911,33,5/23/2007
9006,50,5/23/2007
79,60,5/23/2007
en,7,5/24/2007
176,550,5/24/2007
278,100,5/24/2007
299,100,5/24/2007
434,73,5/24/2007
499,73,5/24/2007
79,73,5/24/2007
299,22,5/24/2007
434,170,5/24/2007
499,234,5/24/2007
918,33,5/24/2007
9006,50,5/24/2007
278,30,5/24/2007
299,33,5/24/2007
en,13,5/25/2007
176,550,5/25/2007
299,131,5/25/2007
434,130,5/25/2007
499,130,5/25/2007
79,130,5/25/2007
499,188,5/25/2007
79,258,5/25/2007
911,46,5/25/2007
918,46,5/25/2007
en,7,5/29/2007
176,550,5/29/2007
278,113,5/29/2007
299,113,5/29/2007
499,75,5/29/2007
434,75,5/29/2007
299,91,5/29/2007
434,258,5/29/2007
499,259,5/29/2007
911,30,5/29/2007
918,29,5/29/2007
9006,55,5/29/2007
EN,13,5/30/2007
176,550,5/30/2007
278,146,5/30/2007
299,146,5/30/2007
434,100,5/30/2007
499,100,5/30/2007
79,100,5/30/2007
499,139,5/30/2007
79,244,5/30/2007
9006,50,5/30/2007
79,33,5/30/2007
en,11,5/31/2007
176,550,5/31/2007
278,122,5/31/2007
299,122,5/31/2007
434,90,5/31/2007
499,90,5/31/2007
79,90,5/31/2007
278,30,5/31/2007
299,30,5/31/2007
434,138,5/31/2007
434,29,5/31/2007
499,234,5/31/2007
499,29,5/31/2007
79,183,5/31/2007
EN,5,6/1/2007
176,500,6/1/2007
278,129,6/1/2007
299,129,6/1/2007
79,94,6/1/2007
434,94,6/1/2007
499,94,6/1/2007
278,212,6/1/2007
299,212,6/1/2007
434,205,6/1/2007
278,27,6/1/2007
299,27,6/1/2007
434,27,6/1/2007
499,27,6/1/2007
79,27,6/1/2007
en,6,6/4/2007
176,550,6/4/2007
278,105,6/4/2007
299,105,6/4/2007
499,75,6/4/2007
79,75,6/4/2007
434,75,6/4/2007
278,92,6/4/2007
299,50,6/4/2007
434,207,6/4/2007
79,125,6/4/2007
278,41,6/4/2007
299,42,6/4/2007
en,9,6/5/2007
176,550,6/5/2007
278,124,6/5/2007
299,124,6/5/2007
434,123,6/5/2007
499,123,6/5/2007
79,123,6/5/2007
278,152,6/5/2007
299,152,6/5/2007
434,131,6/5/2007
499,195,6/5/2007
79,132,6/5/2007
en,10,6/6/2007
176,550,6/6/2007
278,107,6/6/2007
278,56,6/6/2007
299,107,6/6/2007
299,254,6/6/2007
434,62,6/6/2007
499,107,6/6/2007
499,255,6/6/2007
79,107,6/6/2007
79,45,6/6/2007
918,36,6/6/2007
9006,50,6/6/2007
en,5,6/7/2007
176,550,6/7/2007
278,126,6/7/2007
299,126,6/7/2007
434,75,6/7/2007
499,75,6/7/2007
79,75,6/7/2007
278,24,6/7/2007
299,24,6/7/2007
434,253,6/7/2007
434,25,6/7/2007
499,168,6/7/2007
499,24,6/7/2007
en,11,6/8/2007
176,550,6/8/2007
278,101,6/8/2007
434,101,6/8/2007
299,101,6/8/2007
79,101,6/8/2007
499,101,6/8/2007
499,203,6/8/2007
79,208,6/8/2007
299,24,6/8/2007
434,24,6/8/2007
499,24,6/8/2007
79,25,6/8/2007
en,12,6/11/2007
176,550,6/11/2007
278,118,6/11/2007
299,118,6/11/2007
299,100,6/11/2007
499,75,6/11/2007
499,320,6/11/2007
930,75,6/11/2007
185,157,6/11/2007
en,12,6/12/2007
176,550,6/12/2007
278,149,6/12/2007
299,149,6/12/2007
434,149,6/12/2007
499,148,6/12/2007
434,102,6/12/2007
185,155,6/12/2007
